       X(cm)   F(g/cm^2-s)     U(cm/s)         G(g/cm^3-s)     V/R(1/s)        H(g/cm^3-s^2)   T(K)            RHO(g/cm^3)     HDOT(cal/s/cm^3)
1028   1.1396  1.8456E-002     2.6928E-003     5.6808E-004     2.1568E-002     2.9702E-003     1.8868E-001
1029   1.1399  1.8392E-002     2.7226E-003     5.7716E-004     2.1238E-002     3.0218E-003     1.8893E-001
1030   1.1401  1.8328E-002     2.7521E-003     5.8624E-004     2.0914E-002     3.0732E-003     1.8917E-001
1031   1.1404  1.8264E-002     2.7813E-003     5.9530E-004     2.0596E-002     3.1244E-003     1.8940E-001
1032   1.1406  1.8201E-002     2.8101E-003     6.0434E-004     2.0284E-002     3.1755E-003     1.8963E-001
1033   1.1409  1.8137E-002     2.8386E-003     6.1335E-004     1.9978E-002     3.2262E-003     1.8985E-001
1034   1.1411  1.8074E-002     2.8668E-003     6.2233E-004     1.9678E-002     3.2767E-003     1.9007E-001
1035   1.1414  1.8011E-002     2.8945E-003     6.3128E-004     1.9384E-002     3.3269E-003     1.9029E-001
1036   1.1416  1.7948E-002     2.9219E-003     6.4019E-004     1.9095E-002     3.3768E-003     1.9049E-001
1037   1.1419  1.7886E-002     2.9489E-003     6.4904E-004     1.8812E-002     3.4263E-003     1.9070E-001
1038   1.1421  1.7824E-002     2.9755E-003     6.5785E-004     1.8535E-002     3.4754E-003     1.9089E-001
1039   1.1424  1.7762E-002     3.0018E-003     6.6660E-004     1.8263E-002     3.5242E-003     1.9108E-001
1040   1.1426  1.7701E-002     3.0276E-003     6.7529E-004     1.7996E-002     3.5725E-003     1.9127E-001
1041   1.1429  1.7641E-002     3.0530E-003     6.8391E-004     1.7735E-002     3.6204E-003     1.9145E-001
1042   1.1431  1.7580E-002     3.0780E-003     6.9246E-004     1.7479E-002     3.6677E-003     1.9163E-001
1043   1.1436  1.7462E-002     3.1267E-003     7.0932E-004     1.6983E-002     3.7611E-003     1.9197E-001
1044   1.1441  1.7345E-002     3.1738E-003     7.2584E-004     1.6506E-002     3.8523E-003     1.9229E-001
1045   1.1446  1.7231E-002     3.2191E-003     7.4199E-004     1.6049E-002     3.9413E-003     1.9260E-001
1046   1.1451  1.7120E-002     3.2627E-003     7.5773E-004     1.5611E-002     4.0279E-003     1.9289E-001
1047   1.1456  1.7011E-002     3.3045E-003     7.7303E-004     1.5191E-002     4.1121E-003     1.9316E-001
1048   1.1461  1.6906E-002     3.3446E-003     7.8787E-004     1.4788E-002     4.1937E-003     1.9342E-001
1049   1.1466  1.6803E-002     3.3829E-003     8.0222E-004     1.4403E-002     4.2728E-003     1.9367E-001
1050   1.1471  1.6703E-002     3.4194E-003     8.1606E-004     1.4033E-002     4.3492E-003     1.9390E-001
1051   1.1476  1.6607E-002     3.4542E-003     8.2938E-004     1.3679E-002     4.4228E-003     1.9412E-001
1052   1.1481  1.6514E-002     3.4873E-003     8.4216E-004     1.3340E-002     4.4938E-003     1.9433E-001
1053   1.1486  1.6424E-002     3.5187E-003     8.5439E-004     1.3016E-002     4.5620E-003     1.9453E-001
1054   1.1491  1.6337E-002     3.5483E-003     8.6606E-004     1.2706E-002     4.6275E-003     1.9471E-001
1055   1.1496  1.6253E-002     3.5763E-003     8.7716E-004     1.2409E-002     4.6903E-003     1.9489E-001
1056   1.1502  1.6173E-002     3.6027E-003     8.8770E-004     1.2124E-002     4.7504E-003     1.9505E-001
1057   1.1507  1.6095E-002     3.6275E-003     8.9768E-004     1.1852E-002     4.8078E-003     1.9521E-001
1058   1.1512  1.6021E-002     3.6507E-003     9.0709E-004     1.1592E-002     4.8625E-003     1.9536E-001
1059   1.1517  1.5949E-002     3.6724E-003     9.1593E-004     1.1343E-002     4.9146E-003     1.9550E-001
1060   1.1522  1.5881E-002     3.6926E-003     9.2423E-004     1.1104E-002     4.9643E-003     1.9563E-001
1061   1.1527  1.5816E-002     3.7113E-003     9.3197E-004     1.0876E-002     5.0114E-003     1.9576E-001
1062   1.1532  1.5753E-002     3.7287E-003     9.3918E-004     1.0658E-002     5.0560E-003     1.9588E-001
1063   1.1542  1.5636E-002     3.7593E-003     9.5202E-004     1.0250E-002     5.1383E-003     1.9610E-001
1064   1.1552  1.5530E-002     3.7848E-003     9.6286E-004     9.8755E-003     5.2117E-003     1.9629E-001
1065   1.1562  1.5432E-002     3.8055E-003     9.7183E-004     9.5322E-003     5.2768E-003     1.9647E-001
1066   1.1572  1.5344E-002     3.8218E-003     9.7904E-004     9.2171E-003     5.3342E-003     1.9663E-001
1067   1.1582  1.5264E-002     3.8341E-003     9.8462E-004     8.9275E-003     5.3844E-003     1.9678E-001
1068   1.1592  1.5191E-002     3.8427E-003     9.8870E-004     8.6611E-003     5.4281E-003     1.9691E-001
1069   1.1602  1.5125E-002     3.8478E-003     9.9142E-004     8.4157E-003     5.4658E-003     1.9704E-001
1070   1.1612  1.5064E-002     3.8499E-003     9.9290E-004     8.1894E-003     5.4980E-003     1.9715E-001
1071   1.1622  1.5009E-002     3.8491E-003     9.9325E-004     7.9803E-003     5.5252E-003     1.9726E-001
1072   1.1632  1.4959E-002     3.8457E-003     9.9259E-004     7.7869E-003     5.5479E-003     1.9736E-001
1073   1.1652  1.4871E-002     3.8321E-003     9.8854E-004     7.4426E-003     5.5809E-003     1.9754E-001
1074   1.1672  1.4796E-002     3.8110E-003     9.8164E-004     7.1442E-003     5.6005E-003     1.9770E-001
1075   1.1692  1.4732E-002     3.7840E-003     9.7252E-004     6.8836E-003     5.6093E-003     1.9785E-001
1076   1.1712  1.4674E-002     3.7523E-003     9.6168E-004     6.6542E-003     5.6094E-003     1.9800E-001
1077   1.1732  1.4623E-002     3.7169E-003     9.4957E-004     6.4506E-003     5.6024E-003     1.9813E-001
1078   1.1752  1.4575E-002     3.6787E-003     9.3652E-004     6.2685E-003     5.5898E-003     1.9827E-001
1079   1.1772  1.4531E-002     3.6384E-003     9.2280E-004     6.1041E-003     5.5726E-003     1.9840E-001
1080   1.1792  1.4489E-002     3.5966E-003     9.0865E-004     5.9546E-003     5.5519E-003     1.9853E-001
1081   1.1812  1.4448E-002     3.5538E-003     8.9422E-004     5.8178E-003     5.5283E-003     1.9867E-001
1082   1.1832  1.4408E-002     3.5103E-003     8.7966E-004     5.6915E-003     5.5024E-003     1.9880E-001
1083   1.1852  1.4369E-002     3.4664E-003     8.6506E-004     5.5743E-003     5.4748E-003     1.9893E-001
1084   1.1872  1.4330E-002     3.4224E-003     8.5052E-004     5.4649E-003     5.4457E-003     1.9906E-001
1085   1.1892  1.4291E-002     3.3785E-003     8.3609E-004     5.3621E-003     5.4157E-003     1.9919E-001
1086   1.1912  1.4252E-002     3.3348E-003     8.2182E-004     5.2651E-003     5.3848E-003     1.9932E-001
1087   1.1932  1.4213E-002     3.2915E-003     8.0775E-004     5.1732E-003     5.3533E-003     1.9945E-001
1088   1.1952  1.4175E-002     3.2487E-003     7.9390E-004     5.0857E-003     5.3214E-003     1.9959E-001
1089   1.1972  1.4136E-002     3.2063E-003     7.8030E-004     5.0021E-003     5.2891E-003     1.9972E-001
1090   1.1992  1.4098E-002     3.1646E-003     7.6695E-004     4.9220E-003     5.2567E-003     1.9985E-001
1091   1.2012  1.4059E-002     3.1235E-003     7.5386E-004     4.8451E-003     5.2242E-003     1.9998E-001
1092   1.2032  1.4020E-002     3.0831E-003     7.4104E-004     4.7710E-003     5.1917E-003     2.0011E-001
1093   1.2052  1.3982E-002     3.0434E-003     7.2849E-004     4.6995E-003     5.1592E-003     2.0024E-001
1094   1.2072  1.3944E-002     3.0044E-003     7.1622E-004     4.6303E-003     5.1268E-003     2.0036E-001
1095   1.2092  1.3905E-002     2.9661E-003     7.0421E-004     4.5632E-003     5.0945E-003     2.0049E-001
1096   1.2112  1.3867E-002     2.9285E-003     6.9247E-004     4.4982E-003     5.0624E-003     2.0061E-001
1097   1.2132  1.3830E-002     2.8917E-003     6.8099E-004     4.4350E-003     5.0304E-003     2.0074E-001
1098   1.2152  1.3792E-002     2.8556E-003     6.6977E-004     4.3735E-003     4.9987E-003     2.0086E-001
1099   1.2172  1.3755E-002     2.8202E-003     6.5880E-004     4.3136E-003     4.9672E-003     2.0098E-001
1100   1.2192  1.3718E-002     2.7855E-003     6.4809E-004     4.2552E-003     4.9359E-003     2.0110E-001
1101   1.2212  1.3681E-002     2.7515E-003     6.3761E-004     4.1982E-003     4.9049E-003     2.0122E-001
1102   1.2232  1.3645E-002     2.7181E-003     6.2737E-004     4.1425E-003     4.8741E-003     2.0134E-001
1103   1.2252  1.3609E-002     2.6855E-003     6.1737E-004     4.0882E-003     4.8436E-003     2.0145E-001
1104   1.2272  1.3573E-002     2.6535E-003     6.0759E-004     4.0350E-003     4.8133E-003     2.0156E-001
1105   1.2292  1.3538E-002     2.6222E-003     5.9803E-004     3.9830E-003     4.7833E-003     2.0168E-001
1106   1.2312  1.3503E-002     2.5915E-003     5.8868E-004     3.9321E-003     4.7536E-003     2.0179E-001
1107   1.2332  1.3468E-002     2.5614E-003     5.7954E-004     3.8822E-003     4.7242E-003     2.0190E-001
1108   1.2352  1.3434E-002     2.5319E-003     5.7060E-004     3.8334E-003     4.6950E-003     2.0200E-001
1109   1.2372  1.3401E-002     2.5030E-003     5.6186E-004     3.7855E-003     4.6662E-003     2.0211E-001
1110   1.2392  1.3367E-002     2.4747E-003     5.5331E-004     3.7386E-003     4.6376E-003     2.0222E-001
1111   1.2412  1.3335E-002     2.4470E-003     5.4495E-004     3.6926E-003     4.6092E-003     2.0232E-001
1112   1.2432  1.3302E-002     2.4198E-003     5.3677E-004     3.6474E-003     4.5812E-003     2.0242E-001
1113   1.2452  1.3270E-002     2.3931E-003     5.2877E-004     3.6031E-003     4.5534E-003     2.0252E-001
1114   1.2472  1.3238E-002     2.3670E-003     5.2094E-004     3.5596E-003     4.5259E-003     2.0262E-001
1115   1.2492  1.3207E-002     2.3414E-003     5.1327E-004     3.5169E-003     4.4987E-003     2.0272E-001
1116   1.2513  1.3176E-002     2.3163E-003     5.0577E-004     3.4750E-003     4.4717E-003     2.0281E-001
1117   1.2533  1.3146E-002     2.2916E-003     4.9843E-004     3.4338E-003     4.4450E-003     2.0291E-001
1118   1.2553  1.3116E-002     2.2675E-003     4.9123E-004     3.3934E-003     4.4186E-003     2.0300E-001
1119   1.2573  1.3086E-002     2.2438E-003     4.8419E-004     3.3536E-003     4.3924E-003     2.0309E-001
1120   1.2593  1.3057E-002     2.2205E-003     4.7730E-004     3.3145E-003     4.3665E-003     2.0318E-001
1121   1.2613  1.3028E-002     2.1977E-003     4.7054E-004     3.2761E-003     4.3408E-003     2.0327E-001
1122   1.2633  1.3000E-002     2.1753E-003     4.6393E-004     3.2384E-003     4.3154E-003     2.0336E-001
1123   1.2653  1.2972E-002     2.1533E-003     4.5745E-004     3.2013E-003     4.2903E-003     2.0344E-001
1124   1.2673  1.2944E-002     2.1318E-003     4.5110E-004     3.1648E-003     4.2654E-003     2.0353E-001
1125   1.2693  1.2917E-002     2.1106E-003     4.4487E-004     3.1289E-003     4.2407E-003     2.0361E-001
1126   1.2713  1.2890E-002     2.0898E-003     4.3877E-004     3.0936E-003     4.2163E-003     2.0369E-001
1127   1.2733  1.2863E-002     2.0694E-003     4.3280E-004     3.0589E-003     4.1921E-003     2.0377E-001
1128   1.2753  1.2837E-002     2.0493E-003     4.2693E-004     3.0247E-003     4.1682E-003     2.0385E-001
1129   1.2773  1.2811E-002     2.0297E-003     4.2119E-004     2.9911E-003     4.1445E-003     2.0393E-001
1130   1.2793  1.2786E-002     2.0103E-003     4.1555E-004     2.9581E-003     4.1210E-003     2.0401E-001
1131   1.2813  1.2760E-002     1.9913E-003     4.1003E-004     2.9255E-003     4.0977E-003     2.0409E-001
1132   1.2833  1.2736E-002     1.9726E-003     4.0461E-004     2.8935E-003     4.0747E-003     2.0416E-001
1133   1.2853  1.2711E-002     1.9543E-003     3.9929E-004     2.8619E-003     4.0519E-003     2.0424E-001
1134   1.2873  1.2687E-002     1.9363E-003     3.9408E-004     2.8309E-003     4.0294E-003     2.0431E-001
1135   1.2893  1.2663E-002     1.9185E-003     3.8896E-004     2.8003E-003     4.0070E-003     2.0438E-001
1136   1.2913  1.2640E-002     1.9011E-003     3.8394E-004     2.7702E-003     3.9849E-003     2.0445E-001
1137   1.2933  1.2616E-002     1.8840E-003     3.7901E-004     2.7405E-003     3.9629E-003     2.0452E-001
1138   1.2953  1.2593E-002     1.8671E-003     3.7417E-004     2.7114E-003     3.9412E-003     2.0459E-001
1139   1.2973  1.2571E-002     1.8506E-003     3.6943E-004     2.6826E-003     3.9197E-003     2.0466E-001
1140   1.2993  1.2549E-002     1.8343E-003     3.6477E-004     2.6543E-003     3.8984E-003     2.0473E-001
1141   1.3013  1.2527E-002     1.8183E-003     3.6019E-004     2.6264E-003     3.8773E-003     2.0480E-001
1142   1.3033  1.2505E-002     1.8025E-003     3.5570E-004     2.5989E-003     3.8564E-003     2.0486E-001
1143   1.3053  1.2484E-002     1.7870E-003     3.5129E-004     2.5718E-003     3.8357E-003     2.0493E-001
1144   1.3073  1.2462E-002     1.7717E-003     3.4695E-004     2.5451E-003     3.8152E-003     2.0499E-001
1145   1.3093  1.2442E-002     1.7567E-003     3.4270E-004     2.5188E-003     3.7949E-003     2.0505E-001
1146   1.3113  1.2421E-002     1.7420E-003     3.3851E-004     2.4929E-003     3.7748E-003     2.0512E-001
1147   1.3133  1.2401E-002     1.7274E-003     3.3441E-004     2.4674E-003     3.7548E-003     2.0518E-001
1148   1.3153  1.2381E-002     1.7131E-003     3.3037E-004     2.4422E-003     3.7351E-003     2.0524E-001
1149   1.3173  1.2361E-002     1.6990E-003     3.2641E-004     2.4174E-003     3.7155E-003     2.0530E-001
1150   1.3193  1.2341E-002     1.6851E-003     3.2251E-004     2.3929E-003     3.6961E-003     2.0536E-001
1151   1.3213  1.2322E-002     1.6714E-003     3.1868E-004     2.3688E-003     3.6769E-003     2.0541E-001
1152   1.3233  1.2303E-002     1.6580E-003     3.1491E-004     2.3451E-003     3.6578E-003     2.0547E-001
1153   1.3253  1.2284E-002     1.6447E-003     3.1121E-004     2.3216E-003     3.6390E-003     2.0553E-001
1154   1.3273  1.2266E-002     1.6317E-003     3.0757E-004     2.2985E-003     3.6203E-003     2.0558E-001
1155   1.3293  1.2248E-002     1.6188E-003     3.0400E-004     2.2757E-003     3.6017E-003     2.0564E-001
1156   1.3313  1.2230E-002     1.6061E-003     3.0048E-004     2.2532E-003     3.5834E-003     2.0569E-001
1157   1.3333  1.2212E-002     1.5937E-003     2.9702E-004     2.2311E-003     3.5652E-003     2.0575E-001
1158   1.3353  1.2194E-002     1.5814E-003     2.9362E-004     2.2092E-003     3.5471E-003     2.0580E-001
1159   1.3373  1.2177E-002     1.5692E-003     2.9027E-004     2.1876E-003     3.5293E-003     2.0585E-001
1160   1.3393  1.2160E-002     1.5573E-003     2.8698E-004     2.1664E-003     3.5115E-003     2.0591E-001
1161   1.3413  1.2143E-002     1.5455E-003     2.8374E-004     2.1454E-003     3.4940E-003     2.0596E-001
1162   1.3433  1.2126E-002     1.5339E-003     2.8055E-004     2.1247E-003     3.4766E-003     2.0601E-001
1163   1.3453  1.2109E-002     1.5224E-003     2.7742E-004     2.1042E-003     3.4593E-003     2.0606E-001
1164   1.3473  1.2093E-002     1.5111E-003     2.7434E-004     2.0841E-003     3.4422E-003     2.0611E-001
1165   1.3493  1.2077E-002     1.5000E-003     2.7130E-004     2.0642E-003     3.4252E-003     2.0616E-001
1166   1.3514  1.2061E-002     1.4890E-003     2.6831E-004     2.0445E-003     3.4084E-003     2.0620E-001
1167   1.3534  1.2045E-002     1.4782E-003     2.6537E-004     2.0252E-003     3.3918E-003     2.0625E-001
1168   1.3554  1.2030E-002     1.4675E-003     2.6248E-004     2.0060E-003     3.3752E-003     2.0630E-001
1169   1.3574  1.2015E-002     1.4570E-003     2.5963E-004     1.9872E-003     3.3588E-003     2.0634E-001
1170   1.3594  1.2000E-002     1.4466E-003     2.5682E-004     1.9685E-003     3.3426E-003     2.0639E-001
1171   1.3614  1.1985E-002     1.4364E-003     2.5406E-004     1.9502E-003     3.3265E-003     2.0644E-001
1172   1.3634  1.1970E-002     1.4263E-003     2.5134E-004     1.9320E-003     3.3105E-003     2.0648E-001
1173   1.3654  1.1955E-002     1.4163E-003     2.4866E-004     1.9141E-003     3.2946E-003     2.0653E-001
1174   1.3674  1.1941E-002     1.4064E-003     2.4602E-004     1.8964E-003     3.2789E-003     2.0657E-001
1175   1.3694  1.1927E-002     1.3967E-003     2.4342E-004     1.8789E-003     3.2633E-003     2.0661E-001
1176   1.3714  1.1913E-002     1.3871E-003     2.4086E-004     1.8616E-003     3.2479E-003     2.0666E-001
1177   1.3734  1.1899E-002     1.3777E-003     2.3834E-004     1.8446E-003     3.2325E-003     2.0670E-001
1178   1.3754  1.1885E-002     1.3683E-003     2.3585E-004     1.8278E-003     3.2173E-003     2.0674E-001
1179   1.3774  1.1872E-002     1.3591E-003     2.3341E-004     1.8112E-003     3.2022E-003     2.0678E-001
1180   1.3794  1.1858E-002     1.3500E-003     2.3099E-004     1.7947E-003     3.1873E-003     2.0682E-001
1181   1.3814  1.1845E-002     1.3410E-003     2.2862E-004     1.7785E-003     3.1724E-003     2.0686E-001
1182   1.3834  1.1832E-002     1.3321E-003     2.2627E-004     1.7625E-003     3.1577E-003     2.0690E-001
1183   1.3854  1.1819E-002     1.3233E-003     2.2397E-004     1.7467E-003     3.1431E-003     2.0694E-001
1184   1.3874  1.1806E-002     1.3147E-003     2.2169E-004     1.7310E-003     3.1286E-003     2.0698E-001
1185   1.3894  1.1794E-002     1.3061E-003     2.1945E-004     1.7156E-003     3.1142E-003     2.0702E-001
1186   1.3914  1.1781E-002     1.2977E-003     2.1723E-004     1.7003E-003     3.0999E-003     2.0706E-001
1187   1.3934  1.1769E-002     1.2893E-003     2.1505E-004     1.6853E-003     3.0857E-003     2.0710E-001
1188   1.3954  1.1757E-002     1.2811E-003     2.1290E-004     1.6704E-003     3.0717E-003     2.0714E-001
1189   1.3974  1.1745E-002     1.2729E-003     2.1078E-004     1.6556E-003     3.0577E-003     2.0717E-001
1190   1.3994  1.1733E-002     1.2649E-003     2.0869E-004     1.6411E-003     3.0438E-003     2.0721E-001
1191   1.4014  1.1721E-002     1.2569E-003     2.0663E-004     1.6267E-003     3.0301E-003     2.0725E-001
1192   1.4034  1.1710E-002     1.2491E-003     2.0460E-004     1.6125E-003     3.0165E-003     2.0728E-001
1193   1.4054  1.1698E-002     1.2413E-003     2.0259E-004     1.5984E-003     3.0029E-003     2.0732E-001
1194   1.4074  1.1687E-002     1.2336E-003     2.0061E-004     1.5845E-003     2.9895E-003     2.0735E-001
1195   1.4094  1.1676E-002     1.2260E-003     1.9866E-004     1.5708E-003     2.9761E-003     2.0739E-001
1196   1.4114  1.1665E-002     1.2185E-003     1.9673E-004     1.5572E-003     2.9628E-003     2.0742E-001
1197   1.4134  1.1654E-002     1.2111E-003     1.9483E-004     1.5438E-003     2.9497E-003     2.0746E-001
1198   1.4154  1.1643E-002     1.2038E-003     1.9295E-004     1.5305E-003     2.9366E-003     2.0749E-001
1199   1.4174  1.1633E-002     1.1965E-003     1.9110E-004     1.5174E-003     2.9236E-003     2.0753E-001
1200   1.4194  1.1622E-002     1.1894E-003     1.8928E-004     1.5044E-003     2.9107E-003     2.0756E-001
1201   1.4214  1.1612E-002     1.1823E-003     1.8747E-004     1.4916E-003     2.8979E-003     2.0759E-001
1202   1.4234  1.1602E-002     1.1753E-003     1.8569E-004     1.4789E-003     2.8852E-003     2.0763E-001
1203   1.4254  1.1591E-002     1.1683E-003     1.8393E-004     1.4663E-003     2.8726E-003     2.0766E-001
1204   1.4274  1.1582E-002     1.1615E-003     1.8220E-004     1.4539E-003     2.8601E-003     2.0769E-001
1205   1.4294  1.1572E-002     1.1547E-003     1.8049E-004     1.4416E-003     2.8476E-003     2.0772E-001
1206   1.4314  1.1562E-002     1.1480E-003     1.7879E-004     1.4294E-003     2.8352E-003     2.0775E-001
1207   1.4334  1.1552E-002     1.1413E-003     1.7712E-004     1.4174E-003     2.8229E-003     2.0779E-001
1208   1.4354  1.1543E-002     1.1348E-003     1.7547E-004     1.4055E-003     2.8107E-003     2.0782E-001
1209   1.4374  1.1533E-002     1.1283E-003     1.7384E-004     1.3937E-003     2.7986E-003     2.0785E-001
1210   1.4394  1.1524E-002     1.1218E-003     1.7223E-004     1.3820E-003     2.7865E-003     2.0788E-001
1211   1.4414  1.1515E-002     1.1155E-003     1.7064E-004     1.3705E-003     2.7745E-003     2.0791E-001
1212   1.4434  1.1506E-002     1.1092E-003     1.6907E-004     1.3591E-003     2.7626E-003     2.0794E-001
1213   1.4454  1.1497E-002     1.1029E-003     1.6752E-004     1.3478E-003     2.7507E-003     2.0797E-001
1214   1.4474  1.1488E-002     1.0968E-003     1.6599E-004     1.3366E-003     2.7390E-003     2.0800E-001
1215   1.4494  1.1479E-002     1.0907E-003     1.6447E-004     1.3255E-003     2.7273E-003     2.0803E-001
1216   1.4515  1.1471E-002     1.0846E-003     1.6297E-004     1.3146E-003     2.7156E-003     2.0805E-001
1217   1.4535  1.1462E-002     1.0786E-003     1.6149E-004     1.3037E-003     2.7040E-003     2.0808E-001
1218   1.4555  1.1454E-002     1.0727E-003     1.6003E-004     1.2930E-003     2.6925E-003     2.0811E-001
1219   1.4575  1.1445E-002     1.0668E-003     1.5859E-004     1.2823E-003     2.6811E-003     2.0814E-001
1220   1.4595  1.1437E-002     1.0610E-003     1.5716E-004     1.2718E-003     2.6697E-003     2.0817E-001
1221   1.4615  1.1429E-002     1.0553E-003     1.5574E-004     1.2613E-003     2.6584E-003     2.0819E-001
1222   1.4635  1.1421E-002     1.0496E-003     1.5434E-004     1.2510E-003     2.6471E-003     2.0822E-001
1223   1.4655  1.1413E-002     1.0439E-003     1.5296E-004     1.2408E-003     2.6359E-003     2.0825E-001
1224   1.4675  1.1405E-002     1.0383E-003     1.5159E-004     1.2306E-003     2.6248E-003     2.0828E-001
1225   1.4695  1.1398E-002     1.0328E-003     1.5024E-004     1.2206E-003     2.6137E-003     2.0830E-001
1226   1.4715  1.1390E-002     1.0273E-003     1.4890E-004     1.2106E-003     2.6027E-003     2.0833E-001
1227   1.4735  1.1383E-002     1.0219E-003     1.4758E-004     1.2008E-003     2.5917E-003     2.0836E-001
1228   1.4755  1.1375E-002     1.0165E-003     1.4627E-004     1.1910E-003     2.5808E-003     2.0838E-001
1229   1.4775  1.1368E-002     1.0111E-003     1.4498E-004     1.1813E-003     2.5699E-003     2.0841E-001
1230   1.4795  1.1361E-002     1.0058E-003     1.4370E-004     1.1717E-003     2.5591E-003     2.0843E-001
1231   1.4815  1.1354E-002     1.0006E-003     1.4243E-004     1.1622E-003     2.5483E-003     2.0846E-001
1232   1.4835  1.1347E-002     9.9539E-004     1.4117E-004     1.1528E-003     2.5376E-003     2.0848E-001
1233   1.4855  1.1340E-002     9.9024E-004     1.3993E-004     1.1434E-003     2.5269E-003     2.0851E-001
1234   1.4875  1.1333E-002     9.8514E-004     1.3870E-004     1.1342E-003     2.5163E-003     2.0853E-001
1235   1.4895  1.1326E-002     9.8007E-004     1.3748E-004     1.1250E-003     2.5057E-003     2.0856E-001
1236   1.4915  1.1320E-002     9.7505E-004     1.3628E-004     1.1159E-003     2.4951E-003     2.0858E-001
1237   1.4935  1.1313E-002     9.7008E-004     1.3508E-004     1.1068E-003     2.4846E-003     2.0861E-001
1238   1.4955  1.1307E-002     9.6514E-004     1.3390E-004     1.0979E-003     2.4741E-003     2.0863E-001
1239   1.4975  1.1300E-002     9.6025E-004     1.3273E-004     1.0890E-003     2.4637E-003     2.0866E-001
1240   1.4995  1.1294E-002     9.5539E-004     1.3157E-004     1.0802E-003     2.4533E-003     2.0868E-001
1241   1.5015  1.1288E-002     9.5058E-004     1.3042E-004     1.0714E-003     2.4430E-003     2.0870E-001
1242   1.5035  1.1282E-002     9.4580E-004     1.2928E-004     1.0628E-003     2.4326E-003     2.0873E-001
1243   1.5055  1.1276E-002     9.4106E-004     1.2816E-004     1.0542E-003     2.4223E-003     2.0875E-001
1244   1.5075  1.1270E-002     9.3636E-004     1.2704E-004     1.0456E-003     2.4121E-003     2.0877E-001
1245   1.5095  1.1264E-002     9.3170E-004     1.2593E-004     1.0371E-003     2.4018E-003     2.0880E-001
1246   1.5115  1.1258E-002     9.2707E-004     1.2484E-004     1.0287E-003     2.3916E-003     2.0882E-001
1247   1.5135  1.1252E-002     9.2248E-004     1.2375E-004     1.0204E-003     2.3815E-003     2.0884E-001
1248   1.5155  1.1247E-002     9.1792E-004     1.2267E-004     1.0121E-003     2.3713E-003     2.0887E-001
1249   1.5175  1.1241E-002     9.1340E-004     1.2160E-004     1.0039E-003     2.3612E-003     2.0889E-001
1250   1.5195  1.1236E-002     9.0891E-004     1.2054E-004     9.9573E-004     2.3511E-003     2.0891E-001
1251   1.5215  1.1231E-002     9.0445E-004     1.1949E-004     9.8763E-004     2.3410E-003     2.0893E-001
1252   1.5235  1.1225E-002     9.0002E-004     1.1845E-004     9.7958E-004     2.3310E-003     2.0896E-001
1253   1.5255  1.1220E-002     8.9563E-004     1.1742E-004     9.7159E-004     2.3209E-003     2.0898E-001
1254   1.5275  1.1215E-002     8.9126E-004     1.1639E-004     9.6366E-004     2.3109E-003     2.0900E-001
1255   1.5295  1.1210E-002     8.8693E-004     1.1537E-004     9.5578E-004     2.3009E-003     2.0902E-001
1256   1.5315  1.1205E-002     8.8263E-004     1.1437E-004     9.4795E-004     2.2909E-003     2.0904E-001
1257   1.5335  1.1201E-002     8.7835E-004     1.1336E-004     9.4017E-004     2.2810E-003     2.0906E-001
1258   1.5355  1.1196E-002     8.7411E-004     1.1237E-004     9.3245E-004     2.2710E-003     2.0908E-001
1259   1.5375  1.1191E-002     8.6989E-004     1.1138E-004     9.2477E-004     2.2611E-003     2.0911E-001
1260   1.5395  1.1187E-002     8.6570E-004     1.1041E-004     9.1714E-004     2.2511E-003     2.0913E-001
1261   1.5415  1.1182E-002     8.6153E-004     1.0943E-004     9.0956E-004     2.2412E-003     2.0915E-001
1262   1.5435  1.1178E-002     8.5740E-004     1.0847E-004     9.0203E-004     2.2313E-003     2.0917E-001
1263   1.5455  1.1173E-002     8.5328E-004     1.0751E-004     8.9454E-004     2.2214E-003     2.0919E-001
1264   1.5475  1.1169E-002     8.4920E-004     1.0656E-004     8.8710E-004     2.2115E-003     2.0921E-001
1265   1.5495  1.1165E-002     8.4513E-004     1.0562E-004     8.7970E-004     2.2016E-003     2.0923E-001
1266   1.5516  1.1161E-002     8.4110E-004     1.0468E-004     8.7234E-004     2.1917E-003     2.0925E-001
1267   1.5536  1.1157E-002     8.3708E-004     1.0375E-004     8.6502E-004     2.1818E-003     2.0927E-001
1268   1.5556  1.1153E-002     8.3309E-004     1.0282E-004     8.5775E-004     2.1719E-003     2.0929E-001
1269   1.5576  1.1149E-002     8.2912E-004     1.0190E-004     8.5052E-004     2.1620E-003     2.0931E-001
1270   1.5596  1.1146E-002     8.2517E-004     1.0099E-004     8.4332E-004     2.1521E-003     2.0933E-001
1271   1.5616  1.1142E-002     8.2125E-004     1.0008E-004     8.3616E-004     2.1422E-003     2.0935E-001
1272   1.5636  1.1138E-002     8.1734E-004     9.9180E-005     8.2904E-004     2.1323E-003     2.0937E-001
1273   1.5656  1.1135E-002     8.1346E-004     9.8283E-005     8.2196E-004     2.1224E-003     2.0939E-001
1274   1.5676  1.1132E-002     8.0959E-004     9.7392E-005     8.1491E-004     2.1125E-003     2.0941E-001
1275   1.5696  1.1128E-002     8.0575E-004     9.6506E-005     8.0790E-004     2.1026E-003     2.0943E-001
