       X(cm)   F(g/cm^2-s)     U(cm/s)         G(g/cm^3-s)     V/R(1/s)        H(g/cm^3-s^2)   T(K)            RHO(g/cm^3)     HDOT(cal/s/cm^3)
 915   1.5636  4.0383E-003     5.2511E+001    -8.6850E-003     5.6467E+001    -8.9797E-001     2.0299E+003     1.5381E-004     1.1049E-001
 916   1.5656  4.0209E-003     5.2257E+001    -8.7014E-003     5.6543E+001    -8.9797E-001     2.0288E+003     1.5389E-004     1.0989E-001
 917   1.5676  4.0034E-003     5.2002E+001    -8.7178E-003     5.6619E+001    -8.9797E-001     2.0277E+003     1.5397E-004     1.0930E-001
 918   1.5696  3.9860E-003     5.1746E+001    -8.7342E-003     5.6694E+001    -8.9797E-001     2.0266E+003     1.5406E-004     1.0873E-001
 919   1.5716  3.9685E-003     5.1490E+001    -8.7506E-003     5.6768E+001    -8.9797E-001     2.0254E+003     1.5415E-004     1.0818E-001
 920   1.5736  3.9509E-003     5.1233E+001    -8.7670E-003     5.6842E+001    -8.9797E-001     2.0242E+003     1.5423E-004     1.0764E-001
 921   1.5756  3.9333E-003     5.0975E+001    -8.7835E-003     5.6916E+001    -8.9797E-001     2.0231E+003     1.5432E-004     1.0712E-001
 922   1.5776  3.9157E-003     5.0716E+001    -8.8000E-003     5.6988E+001    -8.9797E-001     2.0219E+003     1.5442E-004     1.0662E-001
 923   1.5796  3.8981E-003     5.0457E+001    -8.8165E-003     5.7060E+001    -8.9797E-001     2.0206E+003     1.5451E-004     1.0614E-001
 924   1.5816  3.8804E-003     5.0198E+001    -8.8330E-003     5.7132E+001    -8.9797E-001     2.0194E+003     1.5461E-004     1.0567E-001
 925   1.5836  3.8627E-003     4.9937E+001    -8.8495E-003     5.7202E+001    -8.9797E-001     2.0181E+003     1.5470E-004     1.0521E-001
 926   1.5856  3.8450E-003     4.9676E+001    -8.8660E-003     5.7272E+001    -8.9797E-001     2.0168E+003     1.5480E-004     1.0478E-001
 927   1.5876  3.8272E-003     4.9414E+001    -8.8825E-003     5.7342E+001    -8.9797E-001     2.0155E+003     1.5491E-004     1.0435E-001
 928   1.5896  3.8094E-003     4.9152E+001    -8.8991E-003     5.7410E+001    -8.9797E-001     2.0142E+003     1.5501E-004     1.0395E-001
 929   1.5916  3.7916E-003     4.8888E+001    -8.9156E-003     5.7478E+001    -8.9797E-001     2.0128E+003     1.5511E-004     1.0356E-001
 930   1.5936  3.7737E-003     4.8624E+001    -8.9322E-003     5.7545E+001    -8.9797E-001     2.0115E+003     1.5522E-004     1.0318E-001
 931   1.5956  3.7558E-003     4.8360E+001    -8.9488E-003     5.7612E+001    -8.9797E-001     2.0101E+003     1.5533E-004     1.0282E-001
 932   1.5976  3.7379E-003     4.8095E+001    -8.9654E-003     5.7677E+001    -8.9797E-001     2.0086E+003     1.5544E-004     1.0248E-001
 933   1.5996  3.7200E-003     4.7829E+001    -8.9820E-003     5.7742E+001    -8.9797E-001     2.0072E+003     1.5555E-004     1.0215E-001
 934   1.6016  3.7020E-003     4.7562E+001    -8.9986E-003     5.7806E+001    -8.9797E-001     2.0057E+003     1.5567E-004     1.0184E-001
 935   1.6036  3.6839E-003     4.7295E+001    -9.0152E-003     5.7870E+001    -8.9797E-001     2.0042E+003     1.5578E-004     1.0154E-001
 936   1.6056  3.6659E-003     4.7027E+001    -9.0318E-003     5.7932E+001    -8.9797E-001     2.0027E+003     1.5590E-004     1.0125E-001
 937   1.6076  3.6478E-003     4.6759E+001    -9.0485E-003     5.7994E+001    -8.9797E-001     2.0012E+003     1.5602E-004     1.0098E-001
 938   1.6096  3.6296E-003     4.6490E+001    -9.0651E-003     5.8055E+001    -8.9797E-001     1.9996E+003     1.5615E-004     1.0073E-001
 939   1.6116  3.6115E-003     4.6220E+001    -9.0818E-003     5.8114E+001    -8.9797E-001     1.9980E+003     1.5627E-004     1.0048E-001
 940   1.6136  3.5933E-003     4.5949E+001    -9.0984E-003     5.8173E+001    -8.9797E-001     1.9964E+003     1.5640E-004     1.0026E-001
 941   1.6156  3.5750E-003     4.5678E+001    -9.1151E-003     5.8232E+001    -8.9797E-001     1.9947E+003     1.5653E-004     1.0004E-001
 942   1.6176  3.5568E-003     4.5406E+001    -9.1317E-003     5.8289E+001    -8.9797E-001     1.9931E+003     1.5666E-004     9.9842E-002
 943   1.6196  3.5385E-003     4.5134E+001    -9.1484E-003     5.8345E+001    -8.9797E-001     1.9914E+003     1.5680E-004     9.9655E-002
 944   1.6216  3.5201E-003     4.4861E+001    -9.1651E-003     5.8400E+001    -8.9797E-001     1.9896E+003     1.5694E-004     9.9482E-002
 945   1.6236  3.5018E-003     4.4587E+001    -9.1817E-003     5.8454E+001    -8.9797E-001     1.9879E+003     1.5708E-004     9.9322E-002
 946   1.6256  3.4834E-003     4.4313E+001    -9.1984E-003     5.8508E+001    -8.9797E-001     1.9861E+003     1.5722E-004     9.9176E-002
 947   1.6276  3.4649E-003     4.4038E+001    -9.2151E-003     5.8560E+001    -8.9797E-001     1.9843E+003     1.5736E-004     9.9043E-002
 948   1.6296  3.4465E-003     4.3762E+001    -9.2318E-003     5.8611E+001    -8.9797E-001     1.9825E+003     1.5751E-004     9.8923E-002
 949   1.6316  3.4280E-003     4.3486E+001    -9.2484E-003     5.8661E+001    -8.9797E-001     1.9806E+003     1.5766E-004     9.8816E-002
 950   1.6336  3.4094E-003     4.3209E+001    -9.2651E-003     5.8710E+001    -8.9797E-001     1.9787E+003     1.5781E-004     9.8722E-002
 951   1.6356  3.3909E-003     4.2932E+001    -9.2818E-003     5.8758E+001    -8.9797E-001     1.9768E+003     1.5797E-004     9.8641E-002
 952   1.6376  3.3723E-003     4.2654E+001    -9.2985E-003     5.8805E+001    -8.9797E-001     1.9748E+003     1.5812E-004     9.8572E-002
 953   1.6396  3.3536E-003     4.2375E+001    -9.3151E-003     5.8851E+001    -8.9797E-001     1.9728E+003     1.5828E-004     9.8516E-002
 954   1.6416  3.3350E-003     4.2096E+001    -9.3318E-003     5.8895E+001    -8.9797E-001     1.9708E+003     1.5845E-004     9.8473E-002
 955   1.6436  3.3163E-003     4.1816E+001    -9.3484E-003     5.8939E+001    -8.9797E-001     1.9688E+003     1.5861E-004     9.8442E-002
 956   1.6456  3.2976E-003     4.1536E+001    -9.3651E-003     5.8981E+001    -8.9797E-001     1.9667E+003     1.5878E-004     9.8424E-002
 957   1.6476  3.2788E-003     4.1255E+001    -9.3817E-003     5.9022E+001    -8.9797E-001     1.9646E+003     1.5895E-004     9.8418E-002
 958   1.6496  3.2600E-003     4.0973E+001    -9.3983E-003     5.9062E+001    -8.9797E-001     1.9624E+003     1.5913E-004     9.8424E-002
 959   1.6517  3.2412E-003     4.0691E+001    -9.4149E-003     5.9100E+001    -8.9797E-001     1.9603E+003     1.5931E-004     9.8443E-002
 960   1.6537  3.2223E-003     4.0408E+001    -9.4315E-003     5.9137E+001    -8.9797E-001     1.9581E+003     1.5949E-004     9.8474E-002
 961   1.6557  3.2034E-003     4.0125E+001    -9.4481E-003     5.9173E+001    -8.9797E-001     1.9558E+003     1.5967E-004     9.8517E-002
 962   1.6577  3.1845E-003     3.9841E+001    -9.4647E-003     5.9207E+001    -8.9797E-001     1.9536E+003     1.5986E-004     9.8572E-002
 963   1.6597  3.1655E-003     3.9557E+001    -9.4812E-003     5.9240E+001    -8.9797E-001     1.9513E+003     1.6005E-004     9.8640E-002
 964   1.6617  3.1465E-003     3.9272E+001    -9.4978E-003     5.9272E+001    -8.9797E-001     1.9489E+003     1.6024E-004     9.8719E-002
 965   1.6637  3.1275E-003     3.8987E+001    -9.5143E-003     5.9302E+001    -8.9797E-001     1.9465E+003     1.6044E-004     9.8811E-002
 966   1.6657  3.1084E-003     3.8701E+001    -9.5308E-003     5.9331E+001    -8.9797E-001     1.9441E+003     1.6064E-004     9.8914E-002
 967   1.6677  3.0893E-003     3.8414E+001    -9.5472E-003     5.9358E+001    -8.9797E-001     1.9417E+003     1.6084E-004     9.9030E-002
 968   1.6697  3.0702E-003     3.8127E+001    -9.5637E-003     5.9384E+001    -8.9797E-001     1.9392E+003     1.6105E-004     9.9158E-002
 969   1.6717  3.0510E-003     3.7840E+001    -9.5801E-003     5.9408E+001    -8.9797E-001     1.9367E+003     1.6126E-004     9.9298E-002
 970   1.6737  3.0318E-003     3.7552E+001    -9.5965E-003     5.9431E+001    -8.9797E-001     1.9342E+003     1.6147E-004     9.9450E-002
 971   1.6757  3.0126E-003     3.7264E+001    -9.6129E-003     5.9452E+001    -8.9797E-001     1.9316E+003     1.6169E-004     9.9614E-002
 972   1.6777  2.9933E-003     3.6975E+001    -9.6292E-003     5.9472E+001    -8.9797E-001     1.9290E+003     1.6191E-004     9.9790E-002
 973   1.6797  2.9740E-003     3.6685E+001    -9.6455E-003     5.9489E+001    -8.9797E-001     1.9263E+003     1.6214E-004     9.9979E-002
 974   1.6817  2.9547E-003     3.6395E+001    -9.6617E-003     5.9506E+001    -8.9797E-001     1.9236E+003     1.6237E-004     1.0018E-001
 975   1.6837  2.9353E-003     3.6105E+001    -9.6780E-003     5.9520E+001    -8.9797E-001     1.9209E+003     1.6260E-004     1.0039E-001
 976   1.6857  2.9160E-003     3.5814E+001    -9.6942E-003     5.9533E+001    -8.9797E-001     1.9181E+003     1.6284E-004     1.0062E-001
 977   1.6877  2.8965E-003     3.5523E+001    -9.7103E-003     5.9544E+001    -8.9797E-001     1.9153E+003     1.6308E-004     1.0086E-001
 978   1.6897  2.8771E-003     3.5232E+001    -9.7264E-003     5.9553E+001    -8.9797E-001     1.9124E+003     1.6332E-004     1.0111E-001
 979   1.6917  2.8576E-003     3.4940E+001    -9.7424E-003     5.9561E+001    -8.9797E-001     1.9096E+003     1.6357E-004     1.0137E-001
 980   1.6937  2.8381E-003     3.4648E+001    -9.7585E-003     5.9566E+001    -8.9797E-001     1.9066E+003     1.6382E-004     1.0165E-001
 981   1.6957  2.8185E-003     3.4355E+001    -9.7744E-003     5.9570E+001    -8.9797E-001     1.9037E+003     1.6408E-004     1.0193E-001
 982   1.6977  2.7989E-003     3.4062E+001    -9.7903E-003     5.9572E+001    -8.9797E-001     1.9007E+003     1.6434E-004     1.0223E-001
 983   1.6997  2.7793E-003     3.3768E+001    -9.8062E-003     5.9572E+001    -8.9797E-001     1.8976E+003     1.6461E-004     1.0255E-001
 984   1.7017  2.7597E-003     3.3475E+001    -9.8219E-003     5.9570E+001    -8.9797E-001     1.8945E+003     1.6488E-004     1.0288E-001
 985   1.7037  2.7400E-003     3.3180E+001    -9.8377E-003     5.9566E+001    -8.9797E-001     1.8914E+003     1.6516E-004     1.0321E-001
 986   1.7057  2.7203E-003     3.2886E+001    -9.8533E-003     5.9559E+001    -8.9797E-001     1.8882E+003     1.6544E-004     1.0357E-001
 987   1.7077  2.7005E-003     3.2591E+001    -9.8689E-003     5.9551E+001    -8.9797E-001     1.8850E+003     1.6572E-004     1.0393E-001
 988   1.7097  2.6808E-003     3.2296E+001    -9.8844E-003     5.9541E+001    -8.9797E-001     1.8817E+003     1.6601E-004     1.0431E-001
 989   1.7117  2.6610E-003     3.2001E+001    -9.8999E-003     5.9528E+001    -8.9797E-001     1.8784E+003     1.6631E-004     1.0470E-001
 990   1.7137  2.6411E-003     3.1705E+001    -9.9153E-003     5.9514E+001    -8.9797E-001     1.8751E+003     1.6660E-004     1.0511E-001
 991   1.7157  2.6213E-003     3.1409E+001    -9.9306E-003     5.9497E+001    -8.9797E-001     1.8717E+003     1.6691E-004     1.0553E-001
 992   1.7177  2.6014E-003     3.1113E+001    -9.9458E-003     5.9478E+001    -8.9797E-001     1.8682E+003     1.6722E-004     1.0596E-001
 993   1.7197  2.5814E-003     3.0817E+001    -9.9609E-003     5.9456E+001    -8.9797E-001     1.8648E+003     1.6753E-004     1.0641E-001
 994   1.7217  2.5615E-003     3.0520E+001    -9.9760E-003     5.9432E+001    -8.9797E-001     1.8612E+003     1.6785E-004     1.0687E-001
 995   1.7237  2.5415E-003     3.0224E+001    -9.9909E-003     5.9406E+001    -8.9797E-001     1.8577E+003     1.6818E-004     1.0734E-001
 996   1.7257  2.5215E-003     2.9927E+001    -1.0006E-002     5.9378E+001    -8.9797E-001     1.8540E+003     1.6851E-004     1.0783E-001
 997   1.7277  2.5014E-003     2.9630E+001    -1.0021E-002     5.9347E+001    -8.9797E-001     1.8504E+003     1.6885E-004     1.0833E-001
 998   1.7297  2.4813E-003     2.9332E+001    -1.0035E-002     5.9313E+001    -8.9797E-001     1.8467E+003     1.6919E-004     1.0884E-001
 999   1.7317  2.4612E-003     2.9035E+001    -1.0050E-002     5.9277E+001    -8.9797E-001     1.8429E+003     1.6954E-004     1.0937E-001
1000   1.7337  2.4411E-003     2.8737E+001    -1.0064E-002     5.9239E+001    -8.9797E-001     1.8391E+003     1.6989E-004     1.0991E-001
1001   1.7357  2.4209E-003     2.8440E+001    -1.0078E-002     5.9198E+001    -8.9797E-001     1.8352E+003     1.7025E-004     1.1047E-001
1002   1.7377  2.4008E-003     2.8142E+001    -1.0093E-002     5.9154E+001    -8.9797E-001     1.8313E+003     1.7062E-004     1.1103E-001
1003   1.7397  2.3805E-003     2.7844E+001    -1.0107E-002     5.9107E+001    -8.9797E-001     1.8274E+003     1.7099E-004     1.1162E-001
1004   1.7417  2.3603E-003     2.7547E+001    -1.0121E-002     5.9058E+001    -8.9797E-001     1.8234E+003     1.7137E-004     1.1221E-001
1005   1.7437  2.3400E-003     2.7249E+001    -1.0134E-002     5.9006E+001    -8.9797E-001     1.8193E+003     1.7175E-004     1.1282E-001
1006   1.7457  2.3197E-003     2.6951E+001    -1.0148E-002     5.8951E+001    -8.9797E-001     1.8152E+003     1.7214E-004     1.1344E-001
1007   1.7477  2.2994E-003     2.6653E+001    -1.0162E-002     5.8894E+001    -8.9797E-001     1.8110E+003     1.7254E-004     1.1408E-001
1008   1.7497  2.2790E-003     2.6355E+001    -1.0175E-002     5.8833E+001    -8.9797E-001     1.8068E+003     1.7295E-004     1.1472E-001
1009   1.7518  2.2586E-003     2.6057E+001    -1.0188E-002     5.8770E+001    -8.9797E-001     1.8026E+003     1.7336E-004     1.1538E-001
1010   1.7538  2.2382E-003     2.5760E+001    -1.0201E-002     5.8703E+001    -8.9797E-001     1.7983E+003     1.7378E-004     1.1606E-001
1011   1.7558  2.2178E-003     2.5462E+001    -1.0214E-002     5.8634E+001    -8.9797E-001     1.7939E+003     1.7420E-004     1.1674E-001
1012   1.7578  2.1973E-003     2.5165E+001    -1.0227E-002     5.8561E+001    -8.9797E-001     1.7895E+003     1.7464E-004     1.1744E-001
1013   1.7598  2.1768E-003     2.4867E+001    -1.0239E-002     5.8485E+001    -8.9797E-001     1.7850E+003     1.7508E-004     1.1815E-001
1014   1.7618  2.1563E-003     2.4570E+001    -1.0252E-002     5.8406E+001    -8.9797E-001     1.7805E+003     1.7553E-004     1.1886E-001
1015   1.7638  2.1358E-003     2.4273E+001    -1.0264E-002     5.8324E+001    -8.9797E-001     1.7759E+003     1.7598E-004     1.1959E-001
1016   1.7658  2.1152E-003     2.3976E+001    -1.0276E-002     5.8238E+001    -8.9797E-001     1.7712E+003     1.7645E-004     1.2033E-001
1017   1.7678  2.0947E-003     2.3679E+001    -1.0288E-002     5.8149E+001    -8.9797E-001     1.7665E+003     1.7692E-004     1.2108E-001
1018   1.7698  2.0740E-003     2.3383E+001    -1.0299E-002     5.8057E+001    -8.9797E-001     1.7618E+003     1.7740E-004     1.2184E-001
1019   1.7718  2.0534E-003     2.3087E+001    -1.0311E-002     5.7961E+001    -8.9797E-001     1.7570E+003     1.7789E-004     1.2260E-001
1020   1.7738  2.0328E-003     2.2791E+001    -1.0322E-002     5.7862E+001    -8.9797E-001     1.7521E+003     1.7838E-004     1.2338E-001
1021   1.7758  2.0121E-003     2.2495E+001    -1.0333E-002     5.7760E+001    -8.9797E-001     1.7472E+003     1.7889E-004     1.2416E-001
1022   1.7778  1.9914E-003     2.2200E+001    -1.0343E-002     5.7653E+001    -8.9797E-001     1.7422E+003     1.7941E-004     1.2495E-001
1023   1.7798  1.9707E-003     2.1905E+001    -1.0354E-002     5.7543E+001    -8.9797E-001     1.7372E+003     1.7993E-004     1.2574E-001
1024   1.7818  1.9499E-003     2.1610E+001    -1.0364E-002     5.7430E+001    -8.9797E-001     1.7321E+003     1.8046E-004     1.2654E-001
1025   1.7838  1.9292E-003     2.1316E+001    -1.0374E-002     5.7312E+001    -8.9797E-001     1.7269E+003     1.8100E-004     1.2734E-001
1026   1.7858  1.9084E-003     2.1023E+001    -1.0383E-002     5.7191E+001    -8.9797E-001     1.7217E+003     1.8156E-004     1.2814E-001
1027   1.7878  1.8876E-003     2.0729E+001    -1.0393E-002     5.7066E+001    -8.9797E-001     1.7164E+003     1.8212E-004     1.2895E-001
1028   1.7898  1.8668E-003     2.0437E+001    -1.0402E-002     5.6936E+001    -8.9797E-001     1.7111E+003     1.8269E-004     1.2975E-001
1029   1.7918  1.8460E-003     2.0144E+001    -1.0410E-002     5.6803E+001    -8.9797E-001     1.7057E+003     1.8327E-004     1.3056E-001
1030   1.7938  1.8251E-003     1.9853E+001    -1.0419E-002     5.6666E+001    -8.9797E-001     1.7002E+003     1.8386E-004     1.3137E-001
1031   1.7958  1.8042E-003     1.9562E+001    -1.0427E-002     5.6525E+001    -8.9797E-001     1.6947E+003     1.8447E-004     1.3217E-001
1032   1.7978  1.7834E-003     1.9271E+001    -1.0435E-002     5.6379E+001    -8.9797E-001     1.6891E+003     1.8508E-004     1.3297E-001
1033   1.7998  1.7625E-003     1.8981E+001    -1.0442E-002     5.6230E+001    -8.9797E-001     1.6834E+003     1.8571E-004     1.3376E-001
1034   1.8018  1.7415E-003     1.8692E+001    -1.0449E-002     5.6076E+001    -8.9797E-001     1.6777E+003     1.8634E-004     1.3455E-001
1035   1.8038  1.7206E-003     1.8403E+001    -1.0456E-002     5.5917E+001    -8.9797E-001     1.6719E+003     1.8699E-004     1.3533E-001
1036   1.8058  1.6997E-003     1.8115E+001    -1.0462E-002     5.5755E+001    -8.9797E-001     1.6660E+003     1.8765E-004     1.3610E-001
1037   1.8078  1.6787E-003     1.7828E+001    -1.0468E-002     5.5587E+001    -8.9797E-001     1.6601E+003     1.8832E-004     1.3686E-001
1038   1.8098  1.6578E-003     1.7542E+001    -1.0474E-002     5.5415E+001    -8.9797E-001     1.6541E+003     1.8901E-004     1.3761E-001
1039   1.8118  1.6368E-003     1.7256E+001    -1.0479E-002     5.5239E+001    -8.9797E-001     1.6481E+003     1.8971E-004     1.3834E-001
1040   1.8138  1.6158E-003     1.6971E+001    -1.0484E-002     5.5058E+001    -8.9797E-001     1.6420E+003     1.9042E-004     1.3906E-001
1041   1.8158  1.5948E-003     1.6687E+001    -1.0488E-002     5.4872E+001    -8.9797E-001     1.6358E+003     1.9114E-004     1.3976E-001
1042   1.8178  1.5738E-003     1.6404E+001    -1.0492E-002     5.4681E+001    -8.9797E-001     1.6295E+003     1.9188E-004     1.4044E-001
1043   1.8198  1.5528E-003     1.6122E+001    -1.0495E-002     5.4485E+001    -8.9797E-001     1.6232E+003     1.9263E-004     1.4111E-001
1044   1.8218  1.5318E-003     1.5841E+001    -1.0498E-002     5.4284E+001    -8.9797E-001     1.6168E+003     1.9339E-004     1.4175E-001
1045   1.8238  1.5108E-003     1.5561E+001    -1.0501E-002     5.4079E+001    -8.9797E-001     1.6103E+003     1.9417E-004     1.4237E-001
1046   1.8258  1.4897E-003     1.5282E+001    -1.0503E-002     5.3868E+001    -8.9797E-001     1.6038E+003     1.9497E-004     1.4296E-001
1047   1.8278  1.4687E-003     1.5004E+001    -1.0504E-002     5.3652E+001    -8.9797E-001     1.5971E+003     1.9578E-004     1.4353E-001
1048   1.8298  1.4477E-003     1.4727E+001    -1.0505E-002     5.3430E+001    -8.9797E-001     1.5904E+003     1.9661E-004     1.4406E-001
1049   1.8318  1.4267E-003     1.4451E+001    -1.0505E-002     5.3203E+001    -8.9797E-001     1.5837E+003     1.9745E-004     1.4457E-001
1050   1.8338  1.4056E-003     1.4176E+001    -1.0505E-002     5.2971E+001    -8.9797E-001     1.5768E+003     1.9831E-004     1.4505E-001
1051   1.8358  1.3846E-003     1.3903E+001    -1.0504E-002     5.2733E+001    -8.9797E-001     1.5699E+003     1.9918E-004     1.4549E-001
1052   1.8378  1.3636E-003     1.3631E+001    -1.0502E-002     5.2490E+001    -8.9797E-001     1.5629E+003     2.0008E-004     1.4590E-001
1053   1.8398  1.3425E-003     1.3360E+001    -1.0500E-002     5.2241E+001    -8.9797E-001     1.5559E+003     2.0099E-004     1.4628E-001
1054   1.8418  1.3215E-003     1.3090E+001    -1.0497E-002     5.1986E+001    -8.9797E-001     1.5487E+003     2.0192E-004     1.4661E-001
1055   1.8438  1.3005E-003     1.2822E+001    -1.0493E-002     5.1726E+001    -8.9797E-001     1.5415E+003     2.0286E-004     1.4691E-001
1056   1.8458  1.2795E-003     1.2555E+001    -1.0489E-002     5.1459E+001    -8.9797E-001     1.5342E+003     2.0383E-004     1.4716E-001
1057   1.8478  1.2585E-003     1.2289E+001    -1.0484E-002     5.1186E+001    -8.9797E-001     1.5268E+003     2.0482E-004     1.4738E-001
1058   1.8498  1.2375E-003     1.2025E+001    -1.0478E-002     5.0907E+001    -8.9797E-001     1.5194E+003     2.0583E-004     1.4755E-001
1059   1.8519  1.2166E-003     1.1763E+001    -1.0471E-002     5.0622E+001    -8.9797E-001     1.5118E+003     2.0686E-004     1.4767E-001
1060   1.8539  1.1956E-003     1.1501E+001    -1.0464E-002     5.0331E+001    -8.9797E-001     1.5042E+003     2.0791E-004     1.4775E-001
1061   1.8559  1.1747E-003     1.1242E+001    -1.0456E-002     5.0033E+001    -8.9797E-001     1.4965E+003     2.0898E-004     1.4779E-001
1062   1.8579  1.1537E-003     1.0984E+001    -1.0447E-002     4.9729E+001    -8.9797E-001     1.4887E+003     2.1007E-004     1.4778E-001
1063   1.8599  1.1328E-003     1.0728E+001    -1.0437E-002     4.9418E+001    -8.9797E-001     1.4808E+003     2.1119E-004     1.4772E-001
1064   1.8619  1.1120E-003     1.0474E+001    -1.0426E-002     4.9100E+001    -8.9797E-001     1.4729E+003     2.1234E-004     1.4761E-001
1065   1.8639  1.0911E-003     1.0221E+001    -1.0414E-002     4.8776E+001    -8.9797E-001     1.4648E+003     2.1350E-004     1.4745E-001
1066   1.8659  1.0703E-003     9.9700E+000    -1.0401E-002     4.8444E+001    -8.9797E-001     1.4567E+003     2.1470E-004     1.4725E-001
1067   1.8679  1.0495E-003     9.7209E+000    -1.0387E-002     4.8106E+001    -8.9797E-001     1.4485E+003     2.1592E-004     1.4699E-001
1068   1.8699  1.0287E-003     9.4737E+000    -1.0372E-002     4.7760E+001    -8.9797E-001     1.4402E+003     2.1716E-004     1.4669E-001
1069   1.8719  1.0079E-003     9.2284E+000    -1.0356E-002     4.7408E+001    -8.9797E-001     1.4318E+003     2.1844E-004     1.4633E-001
1070   1.8739  9.8721E-004     8.9851E+000    -1.0338E-002     4.7047E+001    -8.9797E-001     1.4233E+003     2.1974E-004     1.4593E-001
1071   1.8759  9.6653E-004     8.7438E+000    -1.0320E-002     4.6680E+001    -8.9797E-001     1.4147E+003     2.2108E-004     1.4548E-001
1072   1.8779  9.4589E-004     8.5045E+000    -1.0300E-002     4.6305E+001    -8.9797E-001     1.4060E+003     2.2244E-004     1.4498E-001
1073   1.8799  9.2529E-004     8.2674E+000    -1.0279E-002     4.5922E+001    -8.9797E-001     1.3973E+003     2.2384E-004     1.4443E-001
1074   1.8819  9.0474E-004     8.0324E+000    -1.0257E-002     4.5531E+001    -8.9797E-001     1.3884E+003     2.2527E-004     1.4383E-001
1075   1.8839  8.8423E-004     7.7996E+000    -1.0233E-002     4.5132E+001    -8.9797E-001     1.3795E+003     2.2674E-004     1.4319E-001
1076   1.8859  8.6376E-004     7.5690E+000    -1.0208E-002     4.4725E+001    -8.9797E-001     1.3704E+003     2.2824E-004     1.4251E-001
1077   1.8879  8.4336E-004     7.3408E+000    -1.0181E-002     4.4310E+001    -8.9797E-001     1.3612E+003     2.2977E-004     1.4178E-001
1078   1.8899  8.2300E-004     7.1149E+000    -1.0153E-002     4.3886E+001    -8.9797E-001     1.3520E+003     2.3135E-004     1.4101E-001
1079   1.8919  8.0270E-004     6.8913E+000    -1.0123E-002     4.3454E+001    -8.9797E-001     1.3426E+003     2.3296E-004     1.4020E-001
1080   1.8939  7.8247E-004     6.6702E+000    -1.0092E-002     4.3013E+001    -8.9797E-001     1.3332E+003     2.3462E-004     1.3935E-001
1081   1.8959  7.6230E-004     6.4516E+000    -1.0058E-002     4.2563E+001    -8.9797E-001     1.3236E+003     2.3631E-004     1.3847E-001
1082   1.8979  7.4220E-004     6.2356E+000    -1.0023E-002     4.2105E+001    -8.9797E-001     1.3139E+003     2.3805E-004     1.3755E-001
1083   1.8999  7.2217E-004     6.0221E+000    -9.9861E-003     4.1637E+001    -8.9797E-001     1.3042E+003     2.3984E-004     1.3660E-001
1084   1.9019  7.0222E-004     5.8113E+000    -9.9472E-003     4.1160E+001    -8.9797E-001     1.2943E+003     2.4167E-004     1.3562E-001
1085   1.9039  6.8234E-004     5.6032E+000    -9.9061E-003     4.0673E+001    -8.9797E-001     1.2843E+003     2.4355E-004     1.3461E-001
1086   1.9059  6.6255E-004     5.3979E+000    -9.8630E-003     4.0177E+001    -8.9797E-001     1.2742E+003     2.4549E-004     1.3358E-001
1087   1.9079  6.4285E-004     5.1953E+000    -9.8176E-003     3.9671E+001    -8.9797E-001     1.2639E+003     2.4747E-004     1.3253E-001
1088   1.9099  6.2325E-004     4.9956E+000    -9.7698E-003     3.9155E+001    -8.9797E-001     1.2536E+003     2.4952E-004     1.3146E-001
1089   1.9119  6.0374E-004     4.7989E+000    -9.7196E-003     3.8629E+001    -8.9797E-001     1.2431E+003     2.5162E-004     1.3037E-001
1090   1.9139  5.8433E-004     4.6051E+000    -9.6669E-003     3.8092E+001    -8.9797E-001     1.2326E+003     2.5378E-004     1.2927E-001
1091   1.9159  5.6503E-004     4.4143E+000    -9.6115E-003     3.7545E+001    -8.9797E-001     1.2219E+003     2.5600E-004     1.2816E-001
1092   1.9179  5.4585E-004     4.2267E+000    -9.5533E-003     3.6987E+001    -8.9797E-001     1.2110E+003     2.5829E-004     1.2704E-001
1093   1.9199  5.2679E-004     4.0422E+000    -9.4922E-003     3.6418E+001    -8.9797E-001     1.2001E+003     2.6065E-004     1.2591E-001
1094   1.9219  5.0785E-004     3.8608E+000    -9.4280E-003     3.5838E+001    -8.9797E-001     1.1890E+003     2.6308E-004     1.2479E-001
1095   1.9239  4.8904E-004     3.6828E+000    -9.3606E-003     3.5246E+001    -8.9797E-001     1.1778E+003     2.6558E-004     1.2366E-001
1096   1.9259  4.7037E-004     3.5081E+000    -9.2898E-003     3.4642E+001    -8.9797E-001     1.1665E+003     2.6816E-004     1.2254E-001
1097   1.9279  4.5185E-004     3.3367E+000    -9.2155E-003     3.4027E+001    -8.9797E-001     1.1550E+003     2.7083E-004     1.2142E-001
1098   1.9299  4.3347E-004     3.1689E+000    -9.1375E-003     3.3399E+001    -8.9797E-001     1.1434E+003     2.7358E-004     1.2031E-001
1099   1.9319  4.1526E-004     3.0045E+000    -9.0555E-003     3.2759E+001    -8.9797E-001     1.1316E+003     2.7643E-004     1.1921E-001
1100   1.9339  3.9722E-004     2.8437E+000    -8.9695E-003     3.2106E+001    -8.9797E-001     1.1197E+003     2.7937E-004     1.1813E-001
1101   1.9359  3.7935E-004     2.6865E+000    -8.8790E-003     3.1440E+001    -8.9797E-001     1.1076E+003     2.8241E-004     1.1706E-001
