       X(cm)   F(g/cm^2-s)     U(cm/s)         G(g/cm^3-s)     V/R(1/s)        H(g/cm^3-s^2)   T(K)            RHO(g/cm^3)     HDOT(cal/s/cm^3)
  23   0.0440  4.2765E-002     7.6989E+001    -1.9251E-003     1.7329E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  24   0.0460  4.2761E-002     7.6982E+001    -2.0126E-003     1.8116E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  25   0.0480  4.2757E-002     7.6974E+001    -2.1001E-003     1.8904E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  26   0.0501  4.2752E-002     7.6966E+001    -2.1876E-003     1.9692E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  27   0.0521  4.2748E-002     7.6958E+001    -2.2751E-003     2.0479E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  28   0.0541  4.2743E-002     7.6950E+001    -2.3626E-003     2.1267E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  29   0.0561  4.2738E-002     7.6941E+001    -2.4501E-003     2.2055E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  30   0.0581  4.2733E-002     7.6932E+001    -2.5376E-003     2.2842E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  31   0.0601  4.2728E-002     7.6923E+001    -2.6251E-003     2.3630E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  32   0.0621  4.2723E-002     7.6913E+001    -2.7126E-003     2.4417E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  33   0.0641  4.2717E-002     7.6904E+001    -2.8001E-003     2.5205E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  34   0.0661  4.2712E-002     7.6893E+001    -2.8876E-003     2.5992E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  35   0.0681  4.2706E-002     7.6883E+001    -2.9751E-003     2.6780E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  36   0.0701  4.2700E-002     7.6872E+001    -3.0626E-003     2.7568E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  37   0.0721  4.2693E-002     7.6861E+001    -3.1501E-003     2.8355E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  38   0.0741  4.2687E-002     7.6849E+001    -3.2376E-003     2.9143E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  39   0.0761  4.2680E-002     7.6837E+001    -3.3250E-003     2.9930E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  40   0.0781  4.2674E-002     7.6825E+001    -3.4125E-003     3.0718E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  41   0.0801  4.2667E-002     7.6813E+001    -3.5000E-003     3.1505E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  42   0.0821  4.2660E-002     7.6800E+001    -3.5875E-003     3.2293E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  43   0.0841  4.2652E-002     7.6787E+001    -3.6750E-003     3.3080E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  44   0.0861  4.2645E-002     7.6773E+001    -3.7625E-003     3.3868E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  45   0.0881  4.2637E-002     7.6760E+001    -3.8500E-003     3.4655E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  46   0.0901  4.2630E-002     7.6746E+001    -3.9375E-003     3.5443E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  47   0.0921  4.2622E-002     7.6731E+001    -4.0250E-003     3.6230E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  48   0.0941  4.2613E-002     7.6717E+001    -4.1124E-003     3.7018E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  49   0.0961  4.2605E-002     7.6702E+001    -4.1999E-003     3.7805E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  50   0.0981  4.2597E-002     7.6686E+001    -4.2874E-003     3.8593E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  51   0.1001  4.2588E-002     7.6671E+001    -4.3749E-003     3.9380E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  52   0.1021  4.2579E-002     7.6655E+001    -4.4624E-003     4.0168E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  53   0.1041  4.2570E-002     7.6639E+001    -4.5499E-003     4.0955E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  54   0.1061  4.2561E-002     7.6622E+001    -4.6373E-003     4.1743E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  55   0.1081  4.2552E-002     7.6605E+001    -4.7248E-003     4.2530E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  56   0.1101  4.2542E-002     7.6588E+001    -4.8123E-003     4.3318E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  57   0.1121  4.2532E-002     7.6570E+001    -4.8998E-003     4.4105E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  58   0.1141  4.2522E-002     7.6553E+001    -4.9873E-003     4.4893E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  59   0.1161  4.2512E-002     7.6535E+001    -5.0748E-003     4.5680E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  60   0.1181  4.2502E-002     7.6516E+001    -5.1622E-003     4.6468E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  61   0.1201  4.2492E-002     7.6497E+001    -5.2497E-003     4.7255E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  62   0.1221  4.2481E-002     7.6478E+001    -5.3372E-003     4.8042E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  63   0.1241  4.2470E-002     7.6459E+001    -5.4247E-003     4.8830E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  64   0.1261  4.2459E-002     7.6439E+001    -5.5121E-003     4.9617E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  65   0.1281  4.2448E-002     7.6419E+001    -5.5996E-003     5.0405E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  66   0.1301  4.2437E-002     7.6399E+001    -5.6871E-003     5.1192E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  67   0.1321  4.2425E-002     7.6378E+001    -5.7746E-003     5.1980E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  68   0.1341  4.2414E-002     7.6357E+001    -5.8621E-003     5.2767E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  69   0.1361  4.2402E-002     7.6336E+001    -5.9495E-003     5.3554E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  70   0.1381  4.2390E-002     7.6314E+001    -6.0370E-003     5.4342E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  71   0.1401  4.2378E-002     7.6292E+001    -6.1245E-003     5.5129E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  72   0.1421  4.2365E-002     7.6270E+001    -6.2119E-003     5.5917E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  73   0.1441  4.2353E-002     7.6248E+001    -6.2994E-003     5.6704E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  74   0.1461  4.2340E-002     7.6225E+001    -6.3869E-003     5.7491E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  75   0.1481  4.2327E-002     7.6202E+001    -6.4744E-003     5.8279E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  76   0.1502  4.2314E-002     7.6178E+001    -6.5618E-003     5.9066E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  77   0.1522  4.2301E-002     7.6154E+001    -6.6493E-003     5.9853E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  78   0.1542  4.2288E-002     7.6130E+001    -6.7368E-003     6.0641E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  79   0.1562  4.2274E-002     7.6106E+001    -6.8242E-003     6.1428E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  80   0.1582  4.2260E-002     7.6081E+001    -6.9117E-003     6.2215E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  81   0.1602  4.2246E-002     7.6056E+001    -6.9992E-003     6.3003E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  82   0.1622  4.2232E-002     7.6030E+001    -7.0867E-003     6.3790E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  83   0.1642  4.2218E-002     7.6005E+001    -7.1741E-003     6.4577E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  84   0.1662  4.2204E-002     7.5979E+001    -7.2616E-003     6.5365E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  85   0.1682  4.2189E-002     7.5952E+001    -7.3491E-003     6.6152E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  86   0.1702  4.2174E-002     7.5926E+001    -7.4365E-003     6.6939E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  87   0.1722  4.2159E-002     7.5899E+001    -7.5240E-003     6.7727E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  88   0.1742  4.2144E-002     7.5872E+001    -7.6114E-003     6.8514E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  89   0.1762  4.2129E-002     7.5844E+001    -7.6989E-003     6.9301E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  90   0.1782  4.2113E-002     7.5816E+001    -7.7864E-003     7.0089E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  91   0.1802  4.2098E-002     7.5788E+001    -7.8738E-003     7.0876E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  92   0.1822  4.2082E-002     7.5759E+001    -7.9613E-003     7.1663E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  93   0.1842  4.2066E-002     7.5730E+001    -8.0488E-003     7.2451E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  94   0.1862  4.2049E-002     7.5701E+001    -8.1362E-003     7.3238E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  95   0.1882  4.2033E-002     7.5672E+001    -8.2237E-003     7.4025E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  96   0.1902  4.2017E-002     7.5642E+001    -8.3111E-003     7.4812E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  97   0.1922  4.2000E-002     7.5612E+001    -8.3986E-003     7.5600E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  98   0.1942  4.1983E-002     7.5581E+001    -8.4861E-003     7.6387E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
  99   0.1962  4.1966E-002     7.5551E+001    -8.5735E-003     7.7174E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 100   0.1982  4.1949E-002     7.5520E+001    -8.6610E-003     7.7961E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 101   0.2002  4.1931E-002     7.5488E+001    -8.7484E-003     7.8749E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 102   0.2022  4.1914E-002     7.5457E+001    -8.8359E-003     7.9536E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 103   0.2042  4.1896E-002     7.5425E+001    -8.9234E-003     8.0323E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 104   0.2062  4.1878E-002     7.5392E+001    -9.0108E-003     8.1110E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 105   0.2082  4.1860E-002     7.5360E+001    -9.0983E-003     8.1898E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 106   0.2102  4.1841E-002     7.5327E+001    -9.1857E-003     8.2685E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 107   0.2122  4.1823E-002     7.5293E+001    -9.2732E-003     8.3472E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 108   0.2142  4.1804E-002     7.5260E+001    -9.3606E-003     8.4259E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 109   0.2162  4.1785E-002     7.5226E+001    -9.4481E-003     8.5046E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 110   0.2182  4.1766E-002     7.5192E+001    -9.5355E-003     8.5834E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 111   0.2202  4.1747E-002     7.5157E+001    -9.6230E-003     8.6621E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 112   0.2222  4.1728E-002     7.5122E+001    -9.7104E-003     8.7408E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 113   0.2242  4.1708E-002     7.5087E+001    -9.7979E-003     8.8195E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 114   0.2262  4.1689E-002     7.5052E+001    -9.8853E-003     8.8982E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 115   0.2282  4.1669E-002     7.5016E+001    -9.9728E-003     8.9770E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 116   0.2302  4.1649E-002     7.4980E+001    -1.0060E-002     9.0557E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 117   0.2322  4.1629E-002     7.4943E+001    -1.0148E-002     9.1344E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 118   0.2342  4.1608E-002     7.4907E+001    -1.0235E-002     9.2131E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 119   0.2362  4.1588E-002     7.4870E+001    -1.0323E-002     9.2918E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 120   0.2382  4.1567E-002     7.4832E+001    -1.0410E-002     9.3705E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 121   0.2402  4.1546E-002     7.4795E+001    -1.0497E-002     9.4493E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 122   0.2422  4.1525E-002     7.4757E+001    -1.0585E-002     9.5280E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 123   0.2442  4.1503E-002     7.4718E+001    -1.0672E-002     9.6067E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 124   0.2462  4.1482E-002     7.4680E+001    -1.0760E-002     9.6854E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 125   0.2482  4.1460E-002     7.4641E+001    -1.0847E-002     9.7641E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 126   0.2503  4.1439E-002     7.4602E+001    -1.0935E-002     9.8428E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 127   0.2523  4.1417E-002     7.4562E+001    -1.1022E-002     9.9215E+000    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 128   0.2543  4.1394E-002     7.4522E+001    -1.1110E-002     1.0000E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 129   0.2563  4.1372E-002     7.4482E+001    -1.1197E-002     1.0079E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 130   0.2583  4.1350E-002     7.4441E+001    -1.1284E-002     1.0158E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 131   0.2603  4.1327E-002     7.4401E+001    -1.1372E-002     1.0236E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 132   0.2623  4.1304E-002     7.4359E+001    -1.1459E-002     1.0315E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 133   0.2643  4.1281E-002     7.4318E+001    -1.1547E-002     1.0394E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 134   0.2663  4.1258E-002     7.4276E+001    -1.1634E-002     1.0472E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 135   0.2683  4.1234E-002     7.4234E+001    -1.1722E-002     1.0551E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 136   0.2703  4.1211E-002     7.4192E+001    -1.1809E-002     1.0630E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 137   0.2723  4.1187E-002     7.4149E+001    -1.1897E-002     1.0709E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 138   0.2743  4.1163E-002     7.4106E+001    -1.1984E-002     1.0787E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 139   0.2763  4.1139E-002     7.4063E+001    -1.2071E-002     1.0866E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 140   0.2783  4.1115E-002     7.4019E+001    -1.2159E-002     1.0945E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 141   0.2803  4.1091E-002     7.3975E+001    -1.2246E-002     1.1023E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 142   0.2823  4.1066E-002     7.3931E+001    -1.2334E-002     1.1102E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 143   0.2843  4.1041E-002     7.3886E+001    -1.2421E-002     1.1181E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 144   0.2863  4.1016E-002     7.3841E+001    -1.2509E-002     1.1260E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 145   0.2883  4.0991E-002     7.3796E+001    -1.2596E-002     1.1338E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 146   0.2903  4.0966E-002     7.3750E+001    -1.2683E-002     1.1417E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 147   0.2923  4.0940E-002     7.3704E+001    -1.2771E-002     1.1496E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 148   0.2943  4.0915E-002     7.3658E+001    -1.2858E-002     1.1574E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 149   0.2963  4.0889E-002     7.3612E+001    -1.2946E-002     1.1653E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 150   0.2983  4.0863E-002     7.3565E+001    -1.3033E-002     1.1732E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 151   0.3003  4.0837E-002     7.3518E+001    -1.3121E-002     1.1810E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 152   0.3023  4.0810E-002     7.3470E+001    -1.3208E-002     1.1889E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 153   0.3043  4.0784E-002     7.3423E+001    -1.3295E-002     1.1968E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 154   0.3063  4.0757E-002     7.3374E+001    -1.3383E-002     1.2047E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 155   0.3083  4.0730E-002     7.3326E+001    -1.3470E-002     1.2125E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 156   0.3103  4.0703E-002     7.3277E+001    -1.3558E-002     1.2204E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 157   0.3123  4.0676E-002     7.3228E+001    -1.3645E-002     1.2283E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 158   0.3143  4.0648E-002     7.3179E+001    -1.3733E-002     1.2361E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 159   0.3163  4.0621E-002     7.3129E+001    -1.3820E-002     1.2440E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 160   0.3183  4.0593E-002     7.3079E+001    -1.3907E-002     1.2519E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 161   0.3203  4.0565E-002     7.3029E+001    -1.3995E-002     1.2597E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 162   0.3223  4.0537E-002     7.2979E+001    -1.4082E-002     1.2676E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 163   0.3243  4.0509E-002     7.2928E+001    -1.4170E-002     1.2755E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 164   0.3263  4.0480E-002     7.2876E+001    -1.4257E-002     1.2834E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 165   0.3283  4.0452E-002     7.2825E+001    -1.4345E-002     1.2912E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 166   0.3303  4.0423E-002     7.2773E+001    -1.4432E-002     1.2991E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 167   0.3323  4.0394E-002     7.2721E+001    -1.4519E-002     1.3070E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 168   0.3343  4.0365E-002     7.2668E+001    -1.4607E-002     1.3148E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 169   0.3363  4.0335E-002     7.2616E+001    -1.4694E-002     1.3227E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 170   0.3383  4.0306E-002     7.2562E+001    -1.4782E-002     1.3306E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 171   0.3403  4.0276E-002     7.2509E+001    -1.4869E-002     1.3384E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 172   0.3423  4.0246E-002     7.2455E+001    -1.4957E-002     1.3463E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 173   0.3443  4.0216E-002     7.2401E+001    -1.5044E-002     1.3542E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 174   0.3463  4.0186E-002     7.2347E+001    -1.5131E-002     1.3620E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 175   0.3483  4.0156E-002     7.2292E+001    -1.5219E-002     1.3699E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 176   0.3504  4.0125E-002     7.2237E+001    -1.5306E-002     1.3778E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 177   0.3524  4.0095E-002     7.2182E+001    -1.5394E-002     1.3856E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 178   0.3544  4.0064E-002     7.2126E+001    -1.5481E-002     1.3935E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 179   0.3564  4.0033E-002     7.2070E+001    -1.5568E-002     1.4014E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2682E-033
 180   0.3584  4.0001E-002     7.2014E+001    -1.5656E-002     1.4093E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 181   0.3604  3.9970E-002     7.1957E+001    -1.5743E-002     1.4171E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 182   0.3624  3.9938E-002     7.1900E+001    -1.5831E-002     1.4250E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 183   0.3644  3.9906E-002     7.1843E+001    -1.5918E-002     1.4329E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
 184   0.3664  3.9874E-002     7.1786E+001    -1.6005E-002     1.4407E+001    -3.3687E+000     2.9895E+002     1.1109E-003    -1.2681E-033
