       X(cm)   F(g/cm^2-s)     U(cm/s)         G(g/cm^3-s)     V/R(1/s)        H(g/cm^3-s^2)   T(K)            RHO(g/cm^3)     HDOT(cal/s/cm^3)
  46   0.0901  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  47   0.0921  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  48   0.0941  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  49   0.0961  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  50   0.0981  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  51   0.1001  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  52   0.1021  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  53   0.1041  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  54   0.1061  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  55   0.1081  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  56   0.1101  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  57   0.1121  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  58   0.1141  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  59   0.1161  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  60   0.1181  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  61   0.1201  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  62   0.1221  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  63   0.1241  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  64   0.1261  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  65   0.1281  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  66   0.1301  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  67   0.1321  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  68   0.1341  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  69   0.1361  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  70   0.1381  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  71   0.1401  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  72   0.1421  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  73   0.1441  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  74   0.1461  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  75   0.1481  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  76   0.1502  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  77   0.1522  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  78   0.1542  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  79   0.1562  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  80   0.1582  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  81   0.1602  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  82   0.1622  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  83   0.1642  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  84   0.1662  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  85   0.1682  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  86   0.1702  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  87   0.1722  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  88   0.1742  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  89   0.1762  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  90   0.1782  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  91   0.1802  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  92   0.1822  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  93   0.1842  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  94   0.1862  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  95   0.1882  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  96   0.1902  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  97   0.1922  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  98   0.1942  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
  99   0.1962  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 100   0.1982  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 101   0.2002  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 102   0.2022  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 103   0.2042  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 104   0.2062  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 105   0.2082  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 106   0.2102  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 107   0.2122  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 108   0.2142  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 109   0.2162  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 110   0.2182  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 111   0.2202  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 112   0.2222  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 113   0.2242  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 114   0.2262  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 115   0.2282  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 116   0.2302  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 117   0.2322  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 118   0.2342  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 119   0.2362  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 120   0.2382  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 121   0.2402  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 122   0.2422  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 123   0.2442  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 124   0.2462  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 125   0.2482  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 126   0.2503  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 127   0.2523  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 128   0.2543  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 129   0.2563  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 130   0.2583  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 131   0.2603  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 132   0.2623  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 133   0.2643  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 134   0.2663  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 135   0.2683  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 136   0.2703  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 137   0.2723  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 138   0.2743  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 139   0.2763  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 140   0.2783  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 141   0.2803  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 142   0.2823  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 143   0.2843  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 144   0.2863  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 145   0.2883  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 146   0.2903  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 147   0.2923  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 148   0.2943  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 149   0.2963  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 150   0.2983  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 151   0.3003  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 152   0.3023  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 153   0.3043  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 154   0.3063  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 155   0.3083  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 156   0.3103  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 157   0.3123  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 158   0.3143  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 159   0.3163  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 160   0.3183  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 161   0.3203  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 162   0.3223  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 163   0.3243  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 164   0.3263  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 165   0.3283  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 166   0.3303  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 167   0.3323  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 168   0.3343  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 169   0.3363  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 170   0.3383  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 171   0.3403  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 172   0.3423  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 173   0.3443  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 174   0.3463  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 175   0.3483  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 176   0.3504  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 177   0.3524  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 178   0.3544  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 179   0.3564  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 180   0.3584  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 181   0.3604  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 182   0.3624  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 183   0.3644  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 184   0.3664  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 185   0.3684  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 186   0.3704  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 187   0.3724  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 188   0.3744  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
 189   0.3764  1.0000E+004     3.6074E+011     1.0000E+004    -1.8037E+011     1.0000E+010     6.0000E+003     5.5441E-008     3.0802E+006
